0,578607
0.004,66251
3.078,577258
5.304,583828
5.545,65568
5.584,933924
5.768,123256
5.787,2097186
12.759,189202
13.019,2097180
13.361,231755
13.408,1386947
18.524,4861
19.404,125626
20.005,928030
26.033,1829518
30.746,178134
30.752,4191
30.802,1619721
31.244,344402
31.305,1948714
31.516,2094757
31.768,543636
33.814,1585527
38.305,1650278
43.055,1480238
47.556,538465
47.623,2013050
52.858,1951134
58.872,2092896
62.858,531877
62.923,2097186
68.859,2080108
75.86,1584849
78.858,511605
86.913,1919261
96.859,1994698
106.858,1934891
107.057,510947
116.861,1950239
126.859,1604140
137.859,1691018
137.938,352381
151.868,1992740
165.859,120620
