0,671043
0.005,67326
9.613,669252
9.649,1825
10.957,65631
11.047,1035
11.058,669183
11.548,1747
11.592,862410
11.681,113143
11.698,2557
11.718,1703338
11.992,222797
12.022,1335123
12.243,1696569
12.909,1282265
14.177,489930
14.263,1410247
19.663,1421374
22.293,917601
28.193,4862
28.834,1817461
29.473,1715588
29.626,1334431
29.799,1360645
30.28,521536
30.388,1542435
33.138,2097249
37.867,1641495
38.151,4191
41.363,1743168
43.614,1295539
44.863,530455
46.065,2097249
49.363,2097243
52.32,1396296
55.364,1725150
57.863,1543380
59.113,521650
63.862,2097243
72.113,2097243
78.152,1859317
84.117,1760454
88.865,1707917
89.034,532985
94.715,1739146
100.363,1512678
105.114,2097249
114.114,1390488
120.944,1398675
121.102,526266
131.113,2097243
140.112,2097243
146.364,2097243
146.587,518967
152.115,1781584
158.364,1734352
163.115,2097243
171.369,1996087
178.013,1575257
178.173,507726
183.614,1760494
189.114,1704474
194.863,1454537
199.363,2097249
208.621,2008544
208.818,510535
216.115,1561862
220.615,1724530
226.616,1775618
231.562,1399308
237.111,1450475
237.274,519394
242.348,2097243
249.862,2097243
257.113,1928240
262.353,1611605
268.614,1702745
268.786,518434
273.363,1345882
278.362,1713967
283.114,1470056
287.862,1433447
292.863,1259054
298.763,1776502
298.947,515575
303.613,1684623
309.264,1763967
313.864,1682353
319.764,1652131
324.362,1380833
329.363,1718710
329.531,503921
335.164,1589867
341.112,1425443
344.862,1735629
350.615,1430810
350.834,513264
361.361,1510987
367.012,1425483
370.613,1695989
376.618,1616898
381.365,1365647
386.113,1521538
386.274,123264
391.614,1160284
